lon,lat,time,Ampl
100,8.96321582794189,1,0.616134796677508
100,9.21007823944092,1,0.595305905522665
100,11.9132204055786,1,0.432647803916718
100,12.1577243804932,1,0.425693168830714
100,12.4020042419434,1,0.401052419293444
100,12.6460552215576,1,0.374247399161499
100.25,-65.4967651367188,8,0.33699213756342
100.25,-3.24825859069824,6,0.0242107125000182
100.25,-2.49920701980591,6,0.0254225415736441
100.25,-1.24990081787109,6,0.0277630570831673
100.25,-0.999949216842651,6,0.0274191940013166
100.25,2.7489447593689,10,0.0392318893393842
100.25,4.99366569519043,8,0.0407535993710618
100.25,5.24266910552979,8,0.0411849414736142
100.25,5.49157285690308,7,0.038404522834623
100.25,5.74037265777588,7,0.0415671498297732
100.25,5.98906373977661,7,0.0501668754820133
100.25,8.46899127960205,1,0.624874610923293
100.25,12.8898735046387,2,0.295307477885033
100.25,13.1334543228149,2,0.280334002837908
100.25,13.3767938613892,2,0.266412799360473
100.5,-65.3928756713867,8,0.313762406430874
100.5,-3.49782538414001,6,0.0242181044796997
100.5,-2.99863004684448,6,0.0251715550428247
100.5,-2.7489447593689,6,0.0253655394383559
100.5,-1.74972796440125,6,0.026430424780886
100.5,-1.49982869625092,6,0.0275791783220158
100.5,2.24942183494568,11,0.0642424512561119
100.5,2.49920701980591,11,0.0478965952650788
100.5,4.24610805511475,9,0.0326174822413837
100.5,4.49538087844849,6,0.0306294032878777
100.5,4.74456834793091,6,0.0320471468813563
100.5,7.2307300567627,1,0.69045718153762
100.5,7.47867298126221,1,0.667075819914319
100.5,7.72647523880005,1,0.641019599065949
100.5,7.97413206100464,1,0.622075628741688
100.5,8.22163867950439,1,0.605638647298694
100.5,13.3767938613892,2,0.258401883512948
100.75,-65.3928756713867,8,0.307887861208516
100.75,-3.24825859069824,6,0.0245046149686138
100.75,-2.24942183494568,6,0.0267139641873381
100.75,-1.99959397315979,6,0.0253548174461072
100.75,2.24942183494568,11,0.061421343248152
100.75,3.74732565879822,10,0.0230234611775935
100.75,3.99675464630127,10,0.0170788799016478
100.75,7.2307300567627,1,0.630718060925828
100.75,12.6460552215576,2,0.288214145880003
100.75,12.8898735046387,2,0.273107256626446
100.75,13.1334543228149,2,0.258465290157015
100.75,13.3767938613892,2,0.246796573769301
101,-65.3928756713867,8,0.301771716790093
101,-2.49920701980591,6,0.0261962613045727
101,2.24942183494568,11,0.0757826902842577
101,3.49782538414001,10,0.0276751358070938
101,6.98265075683594,1,0.59994170143984
101,12.4020042419434,1,0.378287026846823
101.25,-65.3928756713867,8,0.306041134881642
101.25,-2.99863004684448,6,0.0235546859159435
101.25,-2.7489447593689,6,0.0255224025242852
101.25,2.24942183494568,10,0.0854065980127525
101.25,2.7489447593689,11,0.0495322209521735
101.25,2.99863004684448,10,0.0434618615601061
