station,lon,lat,mu_ann_tg,mu_ann_gos,mu_semi_tg,mu_semi_gos,psi_ann_tg,psi_ann_gos,psi_semi_tg,psi_semi_gos
Syowa,39.6,-69,0.10701776764609,0.0968848827325507,0.0402432860505203,0.0317202856931649,NaN,0.0177181303043521,NaN,NaN
Talcahuano,-73.1061111111111,-36.7008333333333,0.0706799406981132,0.0441271417628584,NaN,0.011596451693557,0.0381699974206247,0.0196644542970533,NaN,NaN
Tanjong Pagar,103.853,1.262,0.175775250140301,0.0929975354162792,0.0330455537690761,0.0165903156164221,0.0300085131823954,0.0258220607480232,NaN,NaN
Tarawa,172.93,1.362,0.015151970768141,0.00708884645964349,NaN,0.00524628509042351,NaN,0.00536909125111503,NaN,NaN
Tenerife,-16.24,28.48,0.0213642794862921,NaN,0.0285116212557511,0.00915372144371894,0.0106370225561526,0.0166106484707672,NaN,NaN
Thevenard,133.64,-32.15,0.241677522118887,0.29482524828056,0.0291861983485928,0.044440604845759,0.0861165308982753,0.0835029351769445,NaN,NaN
Thule,-68,76,0.107569209397409,0.0932717980006443,0.0345806025971469,NaN,0.0171453506797878,0.0236903981826773,NaN,NaN
Tofino,-125.917,49.15,0.236034841214987,0.133173604225009,0.0296084357111905,0.0245385307858967,0.0565796531882911,0.0399838694915162,NaN,NaN
Townsville,146.833,-19.25,0.0762611413173557,0.037115961769612,0.0156300563442011,NaN,0.0191725931052453,0.00893344095565645,NaN,NaN
Toyama,137.217,36.767,0.0783951928091015,0.0511494599201829,0.0524116754291723,0.0131066672367959,0.0130402442402664,NaN,NaN,NaN
Tregde,7.567,58,0.160920050844475,0.153623598600929,0.0230559260356421,0.0129291025141925,0.0524229260622049,0.0513278699491027,NaN,NaN
Trieste,13.75793889,45.64939167,0.0773123673744686,0.101560201633482,NaN,0.0247882442833392,0.0406996022031924,0.0671361880842962,NaN,NaN
Valencia,-0.31,39.44,0.0145724243555868,0.0227892000769882,0.0174791695964225,0.0182984353880352,0.0372969966200028,0.035072039188352,NaN,NaN
Valparaiso,-71.6277777777778,-33.0277777777778,0.0153387552619663,0.0103194227717688,0.019916230616924,0.00456752102158271,0.00998930307823824,0.00454233115701619,NaN,NaN
Vardo,31.1,70.333,0.1796097817952,0.140943355668083,NaN,NaN,0.0397677707003775,0.0424381154131248,NaN,NaN
Venezia,12.42652778,45.41821944,0.111117826615823,0.104928015091015,0.0286917810642717,0.0208737526826994,0.0750352914788268,0.0647824490362359,NaN,NaN
Vigo,-8.73,42.24,0.0999248520843559,0.0439115622771737,0.0373833679921807,0.0369993449524786,0.0350931961104086,0.0407195307361332,NaN,NaN
Viker,10.949769,59.036046,0.197674529481054,0.16785249030185,0.0426595889614996,NaN,0.0633638681527336,0.0693931783968403,NaN,NaN
Villagarcia,-8.77,42.6,0.104303337948824,0.0477177129842347,0.0389968339816093,0.0385700932799559,0.0346495908778459,0.0406349979583364,NaN,NaN
Virginia Key,-80.162,25.732,0.0462115172585363,0.0151894901977025,0.0510423929791541,0.0295736001180665,0.0242178875591431,NaN,NaN,NaN
Vung Tau,107.072,10.34,0.240875883226257,0.146274360302906,0.0438342187708781,0.0226209590577345,0.0232735194458101,NaN,NaN,NaN
Wakkanai,141.683,45.4,0.0382996662667288,0.0165858975518029,0.0284244592918986,0.0120981650356159,0.020538655814488,0.0146272981385148,NaN,NaN
Wellington,174.783,-41.283,0.0370003652140421,0.0426429657166161,0.0213979185846217,0.0115270563968604,NaN,0.00828561304173083,NaN,NaN
Whitby,-0.614694,54.49,0.239656204723859,0.211916748097077,NaN,NaN,0.097758134558432,0.078109236285817,NaN,NaN
Wick,-3.086389,58.440972,0.195937963694485,0.187541415630673,NaN,NaN,0.0555177381989306,0.0562712376412755,NaN,NaN
Yakutat,-139.735,59.547,0.218490388625226,0.161616066329655,0.0266162579491633,0.0393633774748522,0.0315572763819218,0.0246554624858063,NaN,NaN
Zanzibar,39.19,-6.155,0.0233689752226258,0.0212931718503209,0.0269139112608721,0.00538543928587075,NaN,NaN,NaN,NaN
