station,lon,lat,Period,Amplit.
Point_203,168.75,-12.4020042419434,11.9999084479641,0.945843230531372
Point_204,168.75,-4.49538087844849,11.9999084479641,0.89245249659269
Point_205,168.75,3.49782538414001,11.9999084479641,0.779428216652433
Point_206,168.75,11.4235544204712,11.9999084479641,0.663152393399842
Point_207,168.75,19.1340980529785,11.9999084479641,0.520623180621188
Point_208,168.749618530273,26.5042495727539,11.9999084479641,0.409771126906577
Point_209,168.742126464844,33.456901550293,11.9999084479641,0.356943094861842
Point_210,168.710037231445,39.9567947387695,11.9999084479641,0.372010233383819
Point_211,168.632629394531,46.0015640258789,11.9999084479641,0.500982827845427
Point_212,168.494476318359,51.6170921325684,11.9999084479641,0.756694443064365
Point_213,168.289016723633,56.851448059082,11.9999084479641,1.112004102774
Point_214,167.327011108398,70.9121398925781,1390.68435013263,0.395168926668218
Point_215,166.96647644043,75.2440643310547,592.41581920904,0.31208731026135
Point_216,166.709259033203,79.4329681396484,688.041994750656,0.307733009309744
Point_217,166.870483398438,83.4327545166016,711.381275440977,0.299955414910202
Point_218,169.208740234375,87.1474456787109,1172.90380313199,0.290330504338373
Point_219,176.48046875,-74.9660873413086,11.9999084479641,1.65995506489268
Point_220,176.686294555664,-72.8163375854492,11.9999084479641,1.37863714802113
Point_221,176.74446105957,-70.3391189575195,11.9999084479641,1.091405246677
Point_222,176.75,-67.4875411987305,11.9999084479641,0.892175533812311
Point_223,176.75,-64.2225189208984,11.9999084479641,0.768896689095708
Point_224,176.75,-60.5178337097168,11.9999084479641,0.741177980134185
Point_225,176.75,-56.3349456787109,11.9999084479641,0.82417176569895
Point_226,176.75,-51.6374168395996,11.9999084479641,1.0609991314802
Point_227,176.75,-46.3974609375,11.9999084479641,1.49639840577167
Point_228,176.75,-40.6013488769531,11.9999084479641,1.9883236747624
Point_229,176.75,-34.255500793457,11.9999084479641,1.87625907154014
Point_230,176.75,-27.392578125,11.9999084479641,1.58100226742783
Point_231,176.75,-20.0761108398438,11.9999084479641,1.51265597080786
Point_232,176.75,-12.4020042419434,11.9999084479641,1.29098091780185
Point_233,176.75,-4.49538087844849,11.9999084479641,1.07384129520741
Point_234,176.75,3.49782538414001,11.9999084479641,0.868307141521017
Point_235,176.75,11.4235544204712,11.9999084479641,0.664320353235834
Point_236,176.75,19.1340980529785,11.9999084479641,0.497820941622082
Point_237,176.750137329102,26.504732131958,11.9999084479641,0.329941860084942
Point_238,176.753143310547,33.4607276916504,11.9999084479641,0.232846396662484
Point_239,176.767807006836,39.9664115905762,11.9999084479641,0.232216479360069
Point_240,176.810699462891,46.0148429870605,11.9999084479641,0.391327910345226
Point_241,176.909118652344,51.6258659362793,11.9999084479641,0.737352994521142
Point_242,177.106918334961,56.8423728942871,11.9999084479641,1.14287451896465
Point_243,177.47607421875,61.7231636047363,11.9999084479641,1.29282118341023
Point_244,179.335357666016,70.7257080078125,11.9999084479641,0.588922076762277
Point_245,-178.468734741211,74.9293746948242,687.140235910878,0.291470035535441
Point_246,-174.197006225586,78.9119110107422,1026.00391389432,0.302424062866551
Point_247,-165.043930053711,82.5282287597656,457.893449781659,0.327997180169887
Point_248,-143.007537841797,85.3444900512695,1026.00391389432,0.300552703488201
Point_249,-175.453369140625,-75.0401000976562,11.9999084479641,1.34896019339918
Point_250,-175.297805786133,-72.8462524414062,11.9999084479641,1.11902789812961
Point_251,-175.254135131836,-70.3447418212891,11.9999084479641,0.892678814474309
Point_252,-175.25,-67.487548828125,11.9999084479641,0.698093913286596
Point_253,-175.25,-64.2225189208984,11.9999084479641,0.55193801842904
Point_254,-175.25,-60.5178337097168,11.9999084479641,0.497110293759569
Point_255,-175.25,-56.3349456787109,11.9999084479641,0.550410180124631
Point_256,-175.25,-51.6374168395996,11.9999084479641,0.731346300127347
Point_257,-175.25,-46.3974609375,11.9999084479641,1.02568511681953
Point_258,-175.25,-40.6013488769531,11.9999084479641,1.43848449562718
Point_259,-175.25,-34.255500793457,11.9999084479641,1.51855732945806
Point_260,-175.25,-27.392578125,11.9999084479641,1.4829939401979
Point_261,-175.25,-20.0761108398438,11.9999084479641,1.48966348080278
Point_262,-175.25,-12.4020042419434,11.9999084479641,1.21754805538756
Point_263,-175.25,-4.49538087844849,11.9999084479641,0.977623734643623
Point_264,-175.25,3.49782538414001,11.9999084479641,0.711916365379429
Point_265,-175.25,11.4235544204712,11.9999084479641,0.496405185217751
Point_266,-175.25,19.1340980529785,11.9999084479641,0.310936137273002
Point_267,-175.249374389648,26.5031280517578,11.9999084479641,0.138622472375746
Point_268,-175.236999511719,33.4463233947754,985.503759398496,0.131160456607223
Point_269,-175.180572509766,39.920654296875,1165.08444444444,0.248664033371851
Point_270,-175.030517578125,45.9174041748047,11.9999084479641,0.387683211408299
Point_271,-174.722305297852,51.4566459655762,11.9999084479641,0.73357064328023
Point_272,-174.169967651367,56.5803604125977,11.9999084479641,1.27033982987499
Point_273,-173.247055053711,61.3435363769531,11.9999084479641,1.20917885002067
Point_274,-169.309005737305,69.9957504272461,1390.68435013263,0.505232495675673
Point_275,-165.262802124023,73.9212265014648,686.240837696335,0.280746170694286
Point_276,-158.348678588867,77.4908599853516,1026.00391389432,0.314898947817392
Point_277,-146.367218017578,80.4677276611328,1026.00391389432,0.322406841058686
Point_278,-127.055404663086,82.4119491577148,458.293706293706,0.31606740901612
Point_279,-167.374572753906,-75.0900573730469,11.9999084479641,1.16066786200325
Point_280,-167.279312133789,-72.8666534423828,11.9999084479641,0.964472068687841
Point_281,-167.252532958984,-70.3486022949219,11.9999084479641,0.752425309154466
Point_282,-167.25,-67.4875564575195,11.9999084479641,0.545593666395359
Point_283,-167.25,-64.2225189208984,11.9999084479641,0.36029683976881
Point_284,-167.25,-60.5178337097168,1012.138996139,0.412780602776299
Point_285,-167.25,-56.3349456787109,1012.138996139,0.419314020735715
Point_286,-167.25,-51.6374168395996,11.9999084479641,0.486848527779022
