lon,lat,phi0
93.25,7.97413206100464,-0.18690173
93.25,12.8898735046387,-0.15157887
93.25,13.1334543228149,-0.15607482
93.25,13.3767938613892,-0.15543931
93.25,19.8411273956299,0.12396986
93.5,-66.5132598876953,-0.13068005
93.5,6.98265075683594,-0.18667584
93.5,7.2307300567627,-0.18638933
93.5,7.72647523880005,-0.18820178
93.5,8.22163867950439,-0.18218291
93.5,19.1340980529785,-0.01272534
93.5,19.3701171875,0.03289173
93.5,19.6057929992676,0.16414697
93.75,-66.5132598876953,-0.12934444
93.75,6.73443984985352,-0.19235392
93.75,7.47867298126221,-0.18781854
93.75,7.97413206100464,-0.17548343
93.75,18.897741317749,0.01624188
94,-66.6126937866211,-0.12181457
94,6.98265075683594,-0.19047607
94,7.2307300567627,-0.18998136
94,16.0364284515381,-0.01117422
94,16.276554107666,-0.01969332
94,18.6610488891602,0.03701018
94.25,-66.6126937866211,-0.12485974
94.25,15.7960119247437,0.07576807
94.25,16.5163860321045,-0.01779109
94.25,16.7559223175049,-0.00970701
94.25,16.9951572418213,-0.00039302
94.25,17.9490070343018,-0.01189259
94.25,18.1866779327393,-0.04326831
94.25,18.4240283966064,-0.0413206
94.5,-66.5132598876953,-0.12847717
94.5,-66.4134292602539,-0.12852876
94.5,15.7960119247437,0.12139249
94.5,17.2340850830078,-0.00154158
94.5,17.4727058410645,0.00022585
94.5,17.7110137939453,0.00401931
94.75,-66.3131942749023,-0.12576596
94.75,15.7960119247437,0.13644264
95,-66.2125549316406,-0.1267706
95,5.24266910552979,-0.16529642
95,5.49157285690308,-0.17094302
95,15.5553112030029,0.08051607
95.25,-66.2125549316406,-0.12830281
95.25,-66.1115188598633,-0.12547941
95.25,-66.0100784301758,-0.12096851
95.25,-65.9082336425781,-0.11665087
95.25,-65.8059768676758,-0.11217345
95.25,-65.7033157348633,-0.10967247
95.25,-65.6002502441406,-0.09084771
95.25,-65.4967651367188,-0.10373277
95.25,-65.3928756713867,-0.09803452
95.25,-65.2885665893555,-0.09523707
95.25,4.74456834793091,-0.16187541
95.25,4.99366569519043,-0.1673173
95.25,5.74037265777588,-0.1797829
95.25,15.5553112030029,0.08764575
95.5,-65.1838531494141,-0.09567829
95.5,-65.0787124633789,-0.09587591
95.5,4.49538087844849,-0.15651597
95.5,5.74037265777588,-0.17825353
95.5,15.5553112030029,0.08552136
95.75,-64.9731597900391,-0.0962165
95.75,2.7489447593689,-0.13908542
95.75,4.24610805511475,-0.15687531
95.75,4.49538087844849,-0.14333168
95.75,5.74037265777588,-0.17962393
95.75,15.7960119247437,0.16653641
95.75,16.0364284515381,0.22773831
96,-64.9731597900391,-0.07369373
96,2.49920701980591,-0.14526681
96,2.99863004684448,-0.140049
96,3.99675464630127,-0.16210301
96,5.49157285690308,-0.17183601
96,16.0364284515381,0.18350488
96.25,-64.9731597900391,-0.05994336
96.25,2.24942183494568,-0.14590368
96.25,2.7489447593689,-0.14049956
96.25,3.99675464630127,-0.17261797
96.25,5.24266910552979,-0.1731571
96.25,16.276554107666,0.20604394
96.5,-64.9731597900391,-0.05484273
96.5,2.49920701980591,-0.14011762
96.5,3.74732565879822,-0.15617183
96.5,5.24266910552979,-0.17379945
96.5,16.276554107666,0.21726379
96.75,-64.8671951293945,-0.05185536
96.75,3.49782538414001,-0.15108709
96.75,5.49157285690308,-0.17822112
96.75,16.5163860321045,0.22565061
97,-64.8671951293945,-0.04680735
97,1.24990081787109,-0.15894594
97,3.24825859069824,-0.14885428
97,3.49782538414001,-0.15614313
97,5.49157285690308,-0.14933144
97,16.7559223175049,0.16770555
97,16.9951572418213,0.14998899
97.25,-64.7608032226562,-0.04649711
97.25,0.999949216842651,-0.15782308
97.25,1.49982869625092,-0.16307039
97.25,2.99863004684448,-0.15596696
97.25,5.24266910552979,-0.14438634
97.25,16.5163860321045,0.17922794
97.25,16.7559223175049,0.17104901
97.25,16.9951572418213,0.14908412
97.5,-64.7608032226562,-0.04293473
97.5,0.749978601932526,-0.1598846
97.5,1.49982869625092,-0.18468028
97.5,2.49920701980591,-0.15665896
97.5,2.7489447593689,-0.15635206
97.5,5.24266910552979,-0.14360039
97.5,15.3143272399902,0.00777785
97.5,15.5553112030029,0.05021682
97.5,15.7960119247437,0.09076851
97.5,16.0364284515381,0.11334463
97.5,16.276554107666,0.11286208
97.75,-64.6539916992188,-0.04539034
97.75,0.499993652105331,-0.17277001
97.75,1.24990081787109,-0.18273935
97.75,2.24942183494568,-0.11007237
97.75,5.24266910552979,-0.13681204
97.75,14.3476552963257,-0.09317921
97.75,14.5897264480591,-0.07517569
97.75,14.8315315246582,-0.06555127
97.75,15.0730667114258,-0.05374151
98,-64.6539916992188,-0.04291337
98,0.749978601932526,-0.15345486
98,0.999949216842651,-0.17357301
98,1.99959397315979,-0.16427995
