station,period_1,period_2,period_3,period_4,period_5,period_6,period_7,period_8,period_9,period_10
Point_99,11.9999084479641,851.116883116883,1257.28537170264,459.096322241681,1172.90380313199,787.219219219219,375.833691756272,523.241516966068,349.991989319092,1428.57765667575
Point_100,661.145018915511,851.116883116883,187.71500179019,458.293706293706,295.373521126761,11.9999084479641,457.493891797557,190.858390971969,483.214746543779,482.769797421731
Point_101,242.950880444856,11.9999084479641,1147.23851203501,644.880688806888,247.656117146906,248.00756859035,342.001304631442,247.773156899811,190.858390971969,1424.69565217391
Point_102,11.9999084479641,24.0003662165255,264.524722502523,1057.03225806452,342.001304631442,243.176252319109,1147.23851203501,779.031203566122,194.975083674228,688.041994750656
Point_103,11.9999084479641,24.0003662165255,24.0653630772055,11.9673133987674,24.0664677530411,1219.27441860465,12.0164103504389,1420.83468834688,1057.03225806452,12.4206486460875
Point_104,11.9999084479641,24.0003662165255,23.9992676004761,12.4206486460875,11.9673133987674,1057.03225806452,719.18792866941,1054.90543259557,12.0164103504389,24.0664677530411
Point_105,11.9999084479641,12.0164103504389,12.4206486460875,23.9992676004761,7.99268248063906,1057.03225806452,11.9673133987674,12.0001831082628,8.00733093041725,719.18792866941
Point_106,11.9999084479641,12.0001831082628,12.0164103504389,12.4206486460875,8.00733093041725,11.9673133987674,720.175824175824,7.99268248063906,1052.78714859438,936.228571428571
Point_107,11.9999084479641,12.0164103504389,12.4206486460875,1460.41225626741,432.224237427865,862.315789473684,349.758505670447,11.9673133987674,358.855578370979,460.305531167691
Point_108,11.9999084479641,349.991989319092,958.478976234004,557.160467587673,1344.32820512821,862.315789473684,673.026957637997,672.164102564103,264.391326273323,547.273486430063
Point_109,11.9999084479641,11.9673133987674,12.0164103504389,12.4206486460875,1054.90543259557,23.9992676004761,485.002775208141,174.182059800664,349.991989319092,389.226429101707
Point_110,11.9999084479641,1242.38862559242,312.076190476191,951.520871143376,457.893449781659,1026.00391389432,175.699731903485,905.506044905009,269.695473251029,534.987755102041
Point_111,740.519774011299,800.439694656489,276.086361242759,473.184115523466,712.347826086957,210.81141938078,1113.13800424628,1307.45137157107,167.557686161713,715.263301500682
Point_112,11.9999084479641,477.928896991796,1018.03495145631,677.374677002584,233.120497999111,514.007843137255,747.914407988588,233.224199288256,575.508232711306,406.740108611327
Point_113,11.9999084479641,899.293310463122,677.374677002584,406.740108611327,737.395218002813,747.914407988588,1018.03495145631,407.055900621118,312.448152562574,477.928896991796
Point_114,11.9999084479641,677.374677002584,851.116883116883,931.239786856128,788.403007518797,608.929152148664,546.133333333333,1222.11655011655,232.809946714032,407.055900621118
Point_115,11.9999084479641,851.116883116883,375.833691756272,458.694663167104,350.22578490314,458.293706293706,1260.30769230769,1257.28537170264,459.096322241681,271.792638672888
Point_116,11.9999084479641,459.096322241681,458.694663167104,457.493891797557,425.558441558442,190.927895120175,109.158442640017,1254.27751196172,660.31234256927,1257.28537170264
Point_117,11.9999084479641,258.779861796644,258.907654320988,407.688958009331,341.778357235984,1096.83682008368,660.31234256927,644.880688806888,24.0003662165255,424.868719611021
Point_118,24.0003662165255,11.9999084479641,23.9992676004761,944.663063063063,190.927895120175,303.935072463768,976.327746741155,1424.69565217391,351.16409912927,397.489006823351
Point_119,11.9999084479641,12.0164103504389,12.0001831082628,12.4206486460875,1057.03225806452,1054.90543259557,11.9673133987674,7.99268248063906,998.64380952381,11.9837257142857
Point_120,11.9999084479641,12.0001831082628,12.0164103504389,12.4206486460875,1358.25906735751,1054.90543259557,11.9673133987674,1057.03225806452,809.086419753086,11.9837257142857
Point_121,11.9999084479641,12.0001831082628,1032.06299212598,1057.03225806452,349.758505670447,12.4206486460875,498.846812559467,1456.35555555556,12.0164103504389,547.273486430063
Point_122,11.9999084479641,1030.03536345776,530.119312436805,349.758505670447,1167.67928730512,862.315789473684,471.482014388489,721.16643741403,615.361502347418,546.702815432742
Point_123,11.9999084479641,210.81141938078,339.564766839378,485.901760889713,1026.00391389432,511.500487804878,349.758505670447,325.240694789082,560.735828877005,894.689419795222
Point_124,11.9999084479641,1024,1275.6399026764,1092.26666666667,339.34498381877,175.699731903485,528.516129032258,143.837585733882,457.893449781659,852.50081300813
Point_125,1078.78189300412,1304.19900497512,1170.28571428571,1139.75652173913,1307.45137157107,276.086361242759,564.357373519914,544.997920997921,1081.00618556701,765.383941605839
Point_126,11.9999084479641,900.838487972509,1219.27441860465,738.433802816901,1188.86167800454,286.183406113537,888.623728813559,406.740108611327,608.929152148664,1018.03495145631
Point_127,11.9999084479641,900.838487972509,687.140235910878,747.914407988588,609.637209302326,676.50064516129,1263.34457831325,271.933609958506,836.185007974482,630.153846153846
Point_128,11.9999084479641,1263.34457831325,459.498685363716,1260.30769230769,1222.11655011655,896.218803418803,609.637209302326,851.116883116883,620.459171597633,688.041994750656
Point_129,11.9999084479641,394.201503759399,459.096322241681,458.694663167104,458.293706293706,1257.28537170264,1260.30769230769,851.116883116883,191.067055393586,457.095030514385
